URL,YEAR,MAKE,MODEL,PRICE,STATE,ODOMETER,TRANSMISSION,FUEL,COLOR,CYLINDERS,CONDITION
https://inlandempire.craigslist.org//cto/5853935784.html,2010,Toyota,Corolla,$8100,California,unk,automatic,gas,unk,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5862615037.html,2014,Toyota,Corolla,$14300,California,11000,automatic,gas,unk,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5870257333.html,2014,Toyota,Corolla,$15999,California,27327,automatic,gas,white,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5870191504.html,2010,Toyota,Corolla,$9799,California,82601,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5850704284.html,2014,Toyota,Corolla,$11995,California,unk,automatic,gas,white,unk,good,clean
https://inlandempire.craigslist.org//ctd/5869420655.html,2010,Toyota,Corolla,$9900,California,52090,automatic,gas,red,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5868956270.html,2011,Toyota,Corolla,$9950,California,103951,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//cto/5834245267.html,2015,Toyota,Corolla,$13900,California,29430,automatic,gas,white,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5831601205.html,2010,Toyota,Corolla,$9800,California,73000,automatic,gas,unk,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//cto/5867602562.html,2010,Toyota,Corolla,$9750,California,unk,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5866271070.html,2010,Toyota,Corolla,$9995,California,unk,automatic,gas,unk,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5866260745.html,2010,Toyota,Corolla,$8750,California,62000,automatic,gas,black,4 cylinders,like new,salvage
https://inlandempire.craigslist.org//ctd/5866133890.html,2014,Toyota,Corolla,$11900,California,47763,automatic,gas,black,unk,unk,clean
https://inlandempire.craigslist.org//cto/5865929908.html,2010,Toyota,Corolla,$8450,California,90294,automatic,gas,red,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5821130477.html,2010,Toyota,Corolla,$6990,California,38734,automatic,gas,silver,4 cylinders,excellent,salvage
https://inlandempire.craigslist.org//cto/5864710806.html,2014,Toyota,Corolla,$13500,California,43020,automatic,gas,silver,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5864208775.html,2012,Toyota,Corolla,$8495,California,91673,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5864093831.html,2015,Toyota,Corolla,$15686,California,18711,automatic,gas,black,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5863373146.html,2015,Toyota,Corolla,$11995,California,38906,unk,other,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5863357759.html,2015,Toyota,Corolla,$12250,California,37368,unk,other,white,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5862744341.html,2013,Toyota,Corolla,$10900,California,35613,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5862722334.html,2014,Toyota,Corolla,$17000,California,14206,automatic,gas,white,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5862707036.html,2014,Toyota,Corolla,$16000,California,28483,manual,gas,white,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5862672961.html,2012,Toyota,Corolla,$10495,California,86500,automatic,gas,white,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5862429133.html,2011,Toyota,Corolla,$11950,California,40509,unk,gas,blue,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5862395251.html,2015,Toyota,Corolla,$11995,California,38906,automatic,gas,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5862294322.html,2015,Toyota,Corolla,$12500,California,36561,automatic,gas,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5861769053.html,2010,Toyota,Corolla,$7995,California,unk,automatic,gas,red,4 cylinders,like new,clean
https://inlandempire.craigslist.org//ctd/5861747093.html,2015,Toyota,Corolla,$14777,California,36801,automatic,gas,unk,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5861746360.html,2015,Toyota,Corolla,$14777,California,36026,automatic,gas,unk,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5861655878.html,2012,Toyota,Corolla,$8999,California,84785,automatic,gas,white,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5861424355.html,2011,Toyota,Corolla,$6999,California,129691,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5861304572.html,2014,Toyota,Corolla,$13891,California,78211,automatic,gas,white,4 cylinders,unk,clean
https://inlandempire.craigslist.org//cto/5824730954.html,2015,Toyota,Corolla,$15500,California,6578,automatic,gas,red,4 cylinders,new,clean
https://inlandempire.craigslist.org//ctd/5861261896.html,2011,Toyota,Corolla,$9950,California,103951,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5861180338.html,2015,Toyota,Corolla,$15686,California,18711,automatic,gas,black,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5860737408.html,2013,Toyota,Corolla,$14997,California,44603,automatic,gas,orange,4 cylinders,unk,clean
https://inlandempire.craigslist.org//cto/5860456352.html,2015,Toyota,Corolla,$10600,California,6032,automatic,gas,white,4 cylinders,excellent,salvage
https://inlandempire.craigslist.org//ctd/5860131472.html,2015,Toyota,Corolla,$13400,California,13326,automatic,gas,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5860021963.html,2014,Toyota,Corolla,$11900,California,47763,manual,gas,black,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5859814089.html,2015,Toyota,Corolla,$13655,California,unk,automatic,gas,white,unk,like new,clean
https://inlandempire.craigslist.org//cto/5859672431.html,2014,Toyota,Corolla,$14000,California,33045,automatic,gas,custom,4 cylinders,like new,clean
https://inlandempire.craigslist.org//cto/5813978283.html,2012,Toyota,Corolla,$9990,California,105000,automatic,gas,unk,unk,like new,clean
https://inlandempire.craigslist.org//ctd/5858583673.html,2014,Toyota,Corolla,$13250,California,23094,other,gas,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5858581512.html,2014,Toyota,Corolla,$13250,California,23094,other,gas,unk,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5856910778.html,2015,Toyota,Corolla,$12995,California,36561,unk,other,white,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5856883989.html,2015,Toyota,Corolla,$16206,California,20689,automatic,gas,unk,unk,unk,clean
https://inlandempire.craigslist.org//ctd/5856606244.html,2015,Toyota,Corolla,$13711,California,39411,automatic,gas,silver,4 cylinders,unk,clean
https://inlandempire.craigslist.org//cto/5837950097.html,2010,Toyota,Corolla,$6850,California,132000,automatic,gas,unk,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5855962914.html,2010,Toyota,Corolla,$10988,California,73545,automatic,gas,white,unk,excellent,clean
https://inlandempire.craigslist.org//cto/5821419603.html,2015,Toyota,Corolla,$14900,California,11756,automatic,gas,silver,4 cylinders,excellent,clean
https://inlandempire.craigslist.org//ctd/5855019236.html,2015,Toyota,Corolla,$14975,California,27030,automatic,gas,black,4 cylinders,unk,clean
https://inlandempire.craigslist.org//ctd/5854814389.html,2011,Toyota,Corolla,$9950,California,103951,automatic,gas,silver,unk,unk,clean
https://inlandempire.craigslist.org//cto/5811202062.html,2015,Toyota,Corolla,$13200,California,13989,automatic,gas,silver,4 cylinders,like new,clean
https://bakersfield.craigslist.org//cto/5877824680.html,2011,Toyota,Camry,$11750,California,88357,automatic,gas,black,6 cylinders,excellent,clean
https://bakersfield.craigslist.org//cto/5893710081.html,2010,Toyota,Camry,$7500,California,unk,automatic,gas,silver,4 cylinders,like new,clean
https://bakersfield.craigslist.org//cto/5869244117.html,2011,Toyota,Camry,$7900,California,71000,automatic,gas,brown,4 cylinders,like new,salvage
https://bakersfield.craigslist.org//cto/5886094475.html,2010,Toyota,Camry,$2016,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5886082812.html,2010,Toyota,Camry,$2013,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5885894751.html,2010,Toyota,Camry,$2034,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5879764345.html,2011,Toyota,Camry,$8000,California,121240,automatic,gas,black,4 cylinders,excellent,clean
https://bakersfield.craigslist.org//cto/5882052207.html,2010,Toyota,Camry,$2012,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5837251043.html,2011,Toyota,Camry,$8000,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5876265102.html,2010,Toyota,Camry,$2020,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5873921857.html,2010,Toyota,Camry,$2020,California,unk,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//ctd/5863119711.html,2010,Toyota,Camry,$10995,California,96851,automatic,gas,silver,4 cylinders,good,clean
https://bakersfield.craigslist.org//cto/5855392024.html,2011,Toyota,Camry,$9600,California,78300,automatic,gas,black,4 cylinders,excellent,clean
https://bakersfield.craigslist.org//cto/5898474955.html,2013,Toyota,Corolla,$9300,California,29715,automatic,gas,black,4 cylinders,like new,salvage
https://bakersfield.craigslist.org//cto/5880051358.html,2011,Toyota,Corolla,$8100,California,50000,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//cto/5897518724.html,2011,Toyota,Corolla,$9900,California,44000,automatic,gas,red,4 cylinders,like new,salvage
https://bakersfield.craigslist.org//cto/5887470998.html,2010,Toyota,Corolla,$5500,California,unk,automatic,gas,unk,4 cylinders,unk,salvage
https://bakersfield.craigslist.org//cto/5886809453.html,2012,Toyota,Corolla,$7999,California,unk,automatic,gas,unk,unk,unk,salvage
https://bakersfield.craigslist.org//cto/5880102096.html,2014,Toyota,Corolla,$13000,California,37000,automatic,gas,unk,unk,unk,clean
https://bakersfield.craigslist.org//ctd/5878355018.html,2010,Toyota,Corolla,$9495,California,68083,automatic,gas,grey,unk,unk,clean
https://bakersfield.craigslist.org//cto/5875988580.html,2012,Toyota,Corolla,$7999,California,unk,automatic,gas,unk,unk,unk,salvage
https://bakersfield.craigslist.org//ctd/5872093907.html,2012,Toyota,Corolla,$11995,California,89614,automatic,gas,white,4 cylinders,good,clean
https://fresno.craigslist.org//ctd/5899817506.html,2015,Toyota,Camry,$18995,California,36744,automatic,gas,black,unk,unk,clean
https://fresno.craigslist.org//cto/5898704631.html,2014,Toyota,Camry,$11800,California,37159,automatic,gas,white,unk,like new,salvage
https://fresno.craigslist.org//ctd/5898449280.html,2011,Toyota,Camry,$9895,California,162368,automatic,other,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5898264189.html,2014,Toyota,Camry,$14999,California,42399,automatic,gas,red,unk,unk,clean
https://fresno.craigslist.org//ctd/5898107287.html,2014,Toyota,Camry,$13858,California,94461,automatic,gas,unk,other,excellent,clean
https://fresno.craigslist.org//cto/5891021711.html,2012,Toyota,Camry,$12700,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5896154382.html,2014,Toyota,Camry,$15995,California,48714,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5894615366.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://fresno.craigslist.org//cto/5872817008.html,2015,Toyota,Camry,$14999,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5893765229.html,2011,Toyota,Camry,$9895,California,162368,automatic,other,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5893046175.html,2014,Toyota,Camry,$17000,California,16000,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5892660607.html,2014,Toyota,Camry,$10600,California,31000,automatic,gas,unk,4 cylinders,like new,salvage
https://fresno.craigslist.org//ctd/5892310674.html,2015,Toyota,Camry,$16999,California,33435,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5892031839.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5891998737.html,2015,Toyota,Camry,$15500,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5891275867.html,2012,Toyota,Camry,$15000,California,60000,automatic,gas,black,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5891018117.html,2011,Toyota,Camry,$9895,California,162368,automatic,other,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5890753822.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5888544389.html,2014,Toyota,Camry,$15995,California,48714,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5888177745.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://fresno.craigslist.org//ctd/5884365660.html,2015,Toyota,Camry,$15950,California,unk,automatic,gas,silver,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5884008181.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5883950250.html,2015,Toyota,Camry,$14999,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5883066656.html,2014,Toyota,Camry,$14999,California,54555,automatic,gas,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5882796130.html,2014,Toyota,Camry,$14499,California,44217,automatic,gas,red,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5882785128.html,2010,Toyota,Camry,$11995,California,103797,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//cto/5870542047.html,2012,Toyota,Camry,$3240,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5882574726.html,2015,Toyota,Camry,$17995,California,63099,automatic,gas,black,unk,unk,clean
https://fresno.craigslist.org//ctd/5882285457.html,2015,Toyota,Camry,$16982,California,unk,automatic,gas,silver,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5882274615.html,2015,Toyota,Camry,$16982,California,unk,automatic,gas,black,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5881175046.html,2014,Toyota,Camry,$14999,California,42399,automatic,gas,red,unk,unk,clean
https://fresno.craigslist.org//ctd/5881009463.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://fresno.craigslist.org//ctd/5880896335.html,2014,Toyota,Camry,$15995,California,48714,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5880748496.html,2015,Toyota,Camry,$17499,California,unk,automatic,gas,white,4 cylinders,unk,clean
https://fresno.craigslist.org//cto/5837253428.html,2011,Toyota,Camry,$8000,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5879265079.html,2011,Toyota,Camry,$6695,California,116000,automatic,gas,grey,4 cylinders,excellent,salvage
https://fresno.craigslist.org//ctd/5878059685.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5876689632.html,2014,Toyota,Camry,$17998,California,48051,automatic,gas,white,unk,Used,clean
https://fresno.craigslist.org//cto/5830674733.html,2014,Toyota,Camry,$11800,California,36800,automatic,gas,white,4 cylinders,like new,salvage
https://fresno.craigslist.org//cto/5873974713.html,2014,Toyota,Camry,$10900,California,60000,automatic,gas,black,unk,good,salvage
https://fresno.craigslist.org//ctd/5873373053.html,2015,Toyota,Camry,$15999,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5872172251.html,2014,Toyota,Camry,$15995,California,48714,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5871692366.html,2015,Toyota,Camry,$16982,California,unk,automatic,gas,silver,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5870312229.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5868963654.html,2015,Toyota,Camry,$17678,California,41211,automatic,gas,silver,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5868928217.html,2015,Toyota,Camry,$15999,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5868466136.html,2015,Toyota,Camry,$17721,California,unk,automatic,gas,custom,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5867338255.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//cto/5866140457.html,2014,Toyota,Camry,$18999,California,40682,automatic,hybrid,black,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5865769003.html,2011,Toyota,Camry,$12995,California,79024,automatic,gas,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5865688395.html,2015,Toyota,Camry,$15999,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5865623839.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5865568488.html,2012,Toyota,Camry,$14995,California,76800,automatic,hybrid,grey,4 cylinders,excellent,clean
https://fresno.craigslist.org//cto/5864531889.html,2011,Toyota,Camry,$12999,California,78263,automatic,gas,white,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5864040784.html,2014,Toyota,Camry,$15995,California,48714,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5863953142.html,2015,Toyota,Camry,$17721,California,unk,automatic,gas,custom,4 cylinders,unk,clean
https://fresno.craigslist.org//cto/5863348532.html,2010,Toyota,Camry,$2076,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5862940828.html,2010,Toyota,Camry,$2071,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5862919090.html,2014,Toyota,Camry,$14999,California,54555,automatic,gas,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5862907221.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://fresno.craigslist.org//ctd/5862887906.html,2015,Toyota,Camry,$15880,California,38665,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5862702115.html,2015,Toyota,Camry,$16937,California,35390,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5861690017.html,2015,Toyota,Camry,$19995,California,25954,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5861273644.html,2014,Toyota,Camry,$14999,California,42399,automatic,gas,red,unk,unk,clean
https://fresno.craigslist.org//cto/5860902131.html,2010,Toyota,Camry,$2024,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5860839615.html,2010,Toyota,Camry,$2010,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5858455204.html,2012,Toyota,Camry,$12500,California,70735,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5858256922.html,2015,Toyota,Camry,$15995,California,37918,automatic,gas,white,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5857773434.html,2015,Toyota,Camry,$16995,California,unk,automatic,gas,white,other,unk,clean
https://fresno.craigslist.org//ctd/5857756377.html,2010,Toyota,Camry,$10995,California,unk,automatic,gas,custom,other,unk,clean
https://fresno.craigslist.org//ctd/5856370323.html,2015,Toyota,Camry,$16678,California,38426,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//cto/5856044783.html,2010,Toyota,Camry,$2043,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5848701248.html,2011,Toyota,Camry,$12000,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5855347385.html,2012,Toyota,Camry,$14995,California,unk,automatic,gas,custom,other,unk,clean
https://fresno.craigslist.org//ctd/5855086788.html,2013,Toyota,Camry,$16891,California,46972,automatic,other,blue,other,unk,clean
https://fresno.craigslist.org//ctd/5854533523.html,2014,Toyota,Camry,$17995,California,35314,automatic,hybrid,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5854382982.html,2015,Toyota,Camry,$17721,California,unk,automatic,gas,custom,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5899926152.html,2015,Toyota,Corolla,$14988,California,37080,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5898565412.html,2010,Toyota,Corolla,$12499,California,52430,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//ctd/5898084121.html,2014,Toyota,Corolla,$14995,California,48856,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//ctd/5897827091.html,2011,Toyota,Corolla,$10450,California,122771,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//cto/5897554743.html,2011,Toyota,Corolla,$3000,California,unk,automatic,gas,unk,unk,like new,clean
https://fresno.craigslist.org//cto/5877660399.html,2014,Toyota,Corolla,$12650,California,20000,automatic,gas,grey,4 cylinders,like new,salvage
https://fresno.craigslist.org//cto/5869201398.html,2011,Toyota,Corolla,$9500,California,94000,automatic,gas,black,4 cylinders,excellent,clean
https://fresno.craigslist.org//cto/5869207574.html,2012,Toyota,Corolla,$9900,California,81500,automatic,gas,black,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5896622996.html,2015,Toyota,Corolla,$14988,California,37080,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5896490595.html,2015,Toyota,Corolla,$14888,California,41985,automatic,gas,white,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5896424471.html,2012,Toyota,Corolla,$10500,California,81500,automatic,gas,black,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5896202291.html,2015,Toyota,Corolla,$12000,California,36000,automatic,gas,silver,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5896197499.html,2015,Toyota,Corolla,$11000,California,26000,automatic,gas,red,4 cylinders,excellent,salvage
https://fresno.craigslist.org//cto/5875843673.html,2009,Toyota,Corolla,$5200,California,73000,automatic,gas,silver,4 cylinders,good,salvage
https://fresno.craigslist.org//cto/5875844197.html,2009,Toyota,Corolla,$5200,California,73000,automatic,gas,silver,4 cylinders,good,salvage
https://fresno.craigslist.org//ctd/5894809478.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://fresno.craigslist.org//ctd/5893857852.html,2013,Toyota,Corolla,$13999,California,69577,automatic,gas,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5893690501.html,2013,Toyota,Corolla,$10959,California,110802,automatic,gas,silver,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5893583211.html,2014,Toyota,Corolla,$14880,California,40974,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5893465374.html,2010,Toyota,Corolla,$10888,California,95540,manual,gas,red,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5893424870.html,2015,Toyota,Corolla,$14988,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5893345744.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//cto/5890059229.html,2014,Toyota,Corolla,$11700,California,26000,automatic,gas,white,4 cylinders,excellent,salvage
https://fresno.craigslist.org//ctd/5893239615.html,2015,Toyota,Corolla,$15377,California,21078,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5893068891.html,2010,Toyota,Corolla,$8488,California,unk,automatic,gas,red,unk,excellent,clean
https://fresno.craigslist.org//ctd/5891807402.html,2015,Toyota,Corolla,$14888,California,41985,automatic,gas,white,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5891583338.html,2010,Toyota,Corolla,$7999,California,110000,automatic,gas,grey,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5890641316.html,2014,Toyota,Corolla,$14995,California,48856,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//cto/5857111294.html,2013,Toyota,Corolla,$13900,California,unk,automatic,gas,black,4 cylinders,excellent,clean
https://fresno.craigslist.org//cto/5844979582.html,2011,Toyota,Corolla,$9400,California,44000,automatic,gas,red,4 cylinders,excellent,salvage
https://fresno.craigslist.org//ctd/5889613722.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://fresno.craigslist.org//ctd/5888499056.html,2015,Toyota,Corolla,$14888,California,41985,automatic,gas,white,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5888380857.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://fresno.craigslist.org//cto/5882398119.html,2010,Toyota,Corolla,$2700,California,69000,automatic,gas,blue,4 cylinders,like new,salvage
https://fresno.craigslist.org//ctd/5886890099.html,2015,Toyota,Corolla,$11500,California,26000,automatic,gas,red,4 cylinders,excellent,salvage
https://fresno.craigslist.org//ctd/5886885160.html,2015,Toyota,Corolla,$12500,California,36000,automatic,gas,silver,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5886884655.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5886778882.html,2015,Toyota,Corolla,$15377,California,21078,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5886666090.html,2014,Toyota,Corolla,$15872,California,21220,automatic,other,custom,other,unk,clean
https://fresno.craigslist.org//ctd/5885097721.html,2015,Toyota,Corolla,$14524,California,unk,automatic,gas,white,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5883968235.html,2015,Toyota,Corolla,$15500,California,26720,automatic,gas,red,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5883729277.html,2014,Toyota,Corolla,$11900,California,unk,automatic,gas,unk,unk,unk,clean
https://fresno.craigslist.org//ctd/5882902896.html,2014,Toyota,Corolla,$14995,California,48856,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//ctd/5882508615.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://fresno.craigslist.org//ctd/5881505197.html,2010,Toyota,Corolla,$12499,California,52430,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//ctd/5880902188.html,2015,Toyota,Corolla,$17188,California,13179,automatic,other,silver,other,unk,clean
https://fresno.craigslist.org//ctd/5880769383.html,2015,Toyota,Corolla,$15982,California,unk,automatic,gas,white,4 cylinders,unk,clean
https://fresno.craigslist.org//cto/5879751037.html,2011,Toyota,Corolla,$7000,California,93500,automatic,gas,blue,unk,excellent,clean
https://fresno.craigslist.org//ctd/5879181103.html,2015,Toyota,Corolla,$15775,California,unk,automatic,gas,black,4 cylinders,unk,clean
https://fresno.craigslist.org//ctd/5879166632.html,2010,Toyota,Corolla,$8488,California,unk,automatic,gas,red,unk,excellent,clean
https://fresno.craigslist.org//cto/5877993451.html,2010,Toyota,Corolla,$9000,California,80733,automatic,gas,grey,4 cylinders,like new,clean
https://fresno.craigslist.org//ctd/5877953215.html,2015,Toyota,Corolla,$15699,California,21064,automatic,gas,red,other,unk,clean
https://fresno.craigslist.org//ctd/5877841580.html,2014,Toyota,Corolla,$14778,California,36192,automatic,other,green,other,unk,clean
https://fresno.craigslist.org//ctd/5877000829.html,2012,Toyota,Corolla,$12813,California,56052,automatic,gas,white,unk,unk,clean
https://fresno.craigslist.org//ctd/5876670767.html,2010,Toyota,Corolla,$5895,California,167984,automatic,gas,grey,4 cylinders,excellent,clean
https://fresno.craigslist.org//ctd/5876612757.html,2013,Toyota,Corolla,$13999,California,69577,automatic,gas,silver,unk,unk,clean
https://fresno.craigslist.org//ctd/5876392933.html,2015,Toyota,Corolla,$12500,California,36000,automatic,gas,silver,4 cylinders,like new,clean
